Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,16.4958,0.0003,0.8730000257492065,0.43418455123901367
tensorflow_js_wasm,10%,9.9124,0.0002,0.8659999966621399,0.43657389283180237
rust_wasm_cpu,10%,57.1043,5.6802,0.5130060489925495,12.040276524836615
tensorflow_js_webgpu,10%,4.6108,0.0002,0.8710000514984131,0.41970404982566833
python_gpu,10%,6.674,0.2494,0.8690000176429749,0.42984533309936523
tensorflow_js_cpu,50%,101.1252,0.0002,0.9139999747276306,0.2914154827594757
tensorflow_js_wasm,50%,50.8976,0.0003,0.9143999814987183,0.2949289083480835
rust_wasm_cpu,50%,58.9271,5.6709,0.7630691036482936,6.059681736695885
tensorflow_js_webgpu,50%,22.4569,0.0002,0.9200000166893005,0.26893022656440735
python_gpu,50%,22.588,0.2552,0.9175999760627747,0.2687375843524933
tensorflow_js_cpu,100%,201.2607,0.0001,0.9539999961853027,0.15708930790424347
tensorflow_js_wasm,100%,101.6986,0.0004,0.9527999758720398,0.1647944152355194
rust_wasm_cpu,100%,58.1935,5.6207,0.8309788020029149,4.091778032550185
tensorflow_js_webgpu,100%,42.1561,0.001,0.9535000324249268,0.15274953842163086
python_gpu,100%,42.8419,0.245,0.9537000060081482,0.15808726847171783
