Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,19.06939999999851,9.999999403953553e-05,0.8759999871253967,0.41661787033081055
tensorflow_js_wasm,10%,10.30189999999851,0.0006000000014901161,0.8690000176429749,0.450570285320282
rust_wasm_cpu,10%,57.24140000000596,5.67629999999702,0.5021664831471921,11.82955320422603
tensorflow_js_webgpu,10%,4.56760000000149,0.0075,0.8660000562667847,0.42816096544265747
python_gpu,10%,7.38741397857666,0.25260233879089355,0.8730000257492065,0.41547346115112305
tensorflow_js_cpu,50%,96.56110000000149,0.00019999999552965163,0.9151999950408936,0.29066649079322815
tensorflow_js_wasm,50%,51.9445,0.0005,0.9111999869346619,0.29229459166526794
rust_wasm_cpu,50%,58.29119999998808,5.76809999999404,0.7808870191962555,5.489995965498817
tensorflow_js_webgpu,50%,21.818199999995528,0.006699999995529652,0.914400041103363,0.288908988237381
python_gpu,50%,29.770860195159912,0.2941708564758301,0.9196000099182129,0.2770891785621643
tensorflow_js_cpu,100%,191.241700000003,0.00020000000298023223,0.949999988079071,0.16600415110588074
tensorflow_js_wasm,100%,106.06379999999702,0.022700000002980232,0.9521999955177307,0.16266874969005585
rust_wasm_cpu,100%,59.03679999999702,5.69479999999702,0.8449183970908671,3.9081320607784233
tensorflow_js_webgpu,100%,43.06330000000447,0.104,0.9513000249862671,0.16824091970920563
python_gpu,100%,52.380871295928955,0.2536656856536865,0.9520000219345093,0.16244931519031525
