Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,20.2702,0.0002,0.8830000162124634,0.42176786065101624
tensorflow_js_wasm,10%,10.2763,0.0003,0.871999979019165,0.4181138277053833
rust_wasm_cpu,10%,57.4055,5.6785,0.5528750589884025,10.596254111130943
tensorflow_js_webgpu,10%,4.6902,0.0002,0.8800000548362732,0.4107362627983093
python_gpu,10%,6.4097,0.245,0.875,0.41631779074668884
tensorflow_js_cpu,50%,100.2929,0.0002,0.9186000227928162,0.2723619043827057
tensorflow_js_wasm,50%,49.6407,0.0001,0.9168000221252441,0.2819608747959137
rust_wasm_cpu,50%,58.8539,5.6466,0.7744978391649557,5.818205531287886
tensorflow_js_webgpu,50%,22.463,0.0005,0.9150000214576721,0.28732869029045105
python_gpu,50%,22.9352,0.2471,0.9154000282287598,0.27518004179000854
tensorflow_js_cpu,100%,200.955,0.0001,0.953000009059906,0.15545129776000977
tensorflow_js_wasm,100%,101.3236,0.0005,0.9520000219345093,0.1578751802444458
rust_wasm_cpu,100%,58.1136,5.6257,0.844312327739217,3.954889874231686
tensorflow_js_webgpu,100%,42.1574,0.0011,0.9497000575065613,0.16728974878787994
python_gpu,100%,42.8717,0.2467,0.9575999975204468,0.14087356626987457
