Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,16.07379999999702,0.00019999999552965163,0.8790000081062317,0.4046398103237152
tensorflow_js_wasm,10%,10.35410000000149,0.00020000000298023223,0.8730000257492065,0.43723440170288086
rust_wasm_cpu,10%,57.21839999999851,5.66380000000447,0.5912139455733673,10.811765677005488
tensorflow_js_webgpu,10%,4.5905,0.006600000001490116,0.8710000514984131,0.44004103541374207
python_gpu,10%,6.340530157089233,0.2448415756225586,0.8740000128746033,0.421051561832428
tensorflow_js_cpu,50%,94.8216000000015,0.00029999999701976776,0.9168000221252441,0.2885706424713135
tensorflow_js_wasm,50%,51.47629999999702,0.0007000000029802323,0.9089999794960022,0.29385894536972046
rust_wasm_cpu,50%,57.75570000000298,5.71440000000596,0.773851742307858,5.709900427861073
tensorflow_js_webgpu,50%,21.92380000000447,0.007100000001490116,0.915600061416626,0.28175002336502075
python_gpu,50%,28.179303884506226,0.2632782459259033,0.9259999990463257,0.2554420530796051
tensorflow_js_cpu,100%,191.331,0.00020000000298023223,0.9508000016212463,0.15926605463027954
tensorflow_js_wasm,100%,104.55279999999702,0.0007999999970197678,0.9531000256538391,0.1654910296201706
rust_wasm_cpu,100%,59.50070000000298,5.70440000000596,0.83162816202254,4.090196145421968
tensorflow_js_webgpu,100%,45.21520000000298,0.09289999999850988,0.9545000195503235,0.15998052060604095
python_gpu,100%,52.70329236984253,0.2556319236755371,0.9537000060081482,0.15828609466552734
