Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,16.5779,0.0001,0.875,0.4282948672771454
tensorflow_js_wasm,10%,10.1524,0.0002,0.8629999756813049,0.46121644973754883
rust_wasm_cpu,10%,57.3132,5.676,0.5088589855424788,11.396875051045216
tensorflow_js_webgpu,10%,4.5653,0.0002,0.8730000257492065,0.43656837940216064
python_gpu,10%,4.8712,0.2661,0.8679999709129333,0.4346349835395813
tensorflow_js_cpu,50%,100.4842,0.0002,0.920199990272522,0.2675994336605072
tensorflow_js_wasm,50%,50.6368,0.0002,0.9132000207901001,0.28662413358688354
rust_wasm_cpu,50%,58.8226,5.6411,0.7778288274059929,5.637527608362631
tensorflow_js_webgpu,50%,22.4643,0.0003,0.9204000234603882,0.2653507590293884
python_gpu,50%,23.0419,0.2491,0.9164000153541565,0.2725968658924103
tensorflow_js_cpu,100%,200.583,0.0002,0.9508000016212463,0.1700892597436905
tensorflow_js_wasm,100%,102.2421,0.0018,0.9506999850273132,0.1632545441389084
rust_wasm_cpu,100%,58.2609,5.6193,0.8418014689966666,4.000878250675721
tensorflow_js_webgpu,100%,41.3682,0.0011,0.9526000618934631,0.16318970918655396
python_gpu,100%,45.2912,0.2495,0.9555000066757202,0.14945024251937866
