Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.5007000000029804,0.016100000001490117,3158680064,0.5872040390968323
tensorflow_js_wasm,10%,1.6582999999970198,0.03780000000447035,3158659072,0.5872077941894531
rust_wasm_cpu,10%,0.07709999999403953,0.00020000000298023223,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,1.9842999999970197,0.0485,3175268096,0.5872355103492737
python_gpu,10%,6.95174241065979,1.015315294265747,3158680320.0,0.5872039794921875
tensorflow_js_cpu,50%,11.819100000001491,0.07639999999850988,3463437824,0.5881979465484619
tensorflow_js_wasm,50%,10.54479999999702,1.0435,3463320320,0.5881471633911133
rust_wasm_cpu,50%,0.3697999999970198,0.0006000000014901161,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.37090000000596,0.20959999999403953,3480305664,0.5920860171318054
python_gpu,50%,13.74029803276062,4.372151613235474,3463436288.0,0.588198184967041
tensorflow_js_cpu,100%,32.42260000000149,0.1815,3612831232,0.5727051496505737
tensorflow_js_wasm,100%,26.74070000000298,4.05970000000298,3612251392,0.5728096961975098
rust_wasm_cpu,100%,0.7748999999985099,0.0008999999985098839,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,11.77889999999851,0.4036000000014901,3614449664,0.5724908709526062
python_gpu,100%,22.94136929512024,8.805383682250977,3612844288.0,0.5727035999298096
