Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.3935999999940396,0.015100000001490116,3158678016,0.5872043371200562
tensorflow_js_wasm,10%,1.588,0.036,3158678528,0.5872052907943726
rust_wasm_cpu,10%,0.08439999999850989,0.00010000000149011611,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,1.897,0.048899999998509885,3175268096,0.5872355103492737
python_gpu,10%,6.847201824188232,0.9850807189941406,3158676736.0,0.5872044563293457
tensorflow_js_cpu,50%,11.79809999999404,0.07490000000596046,3463445504,0.5881971120834351
tensorflow_js_wasm,50%,9.00139999999851,1.0032000000029802,3463372288,0.5881409645080566
rust_wasm_cpu,50%,0.36819999999552966,0.0005,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.137,0.20539999999850989,3480331264,0.5920982956886292
python_gpu,50%,13.749737977981567,4.304349422454834,3463442688.0,0.5881974101066589
tensorflow_js_cpu,100%,27.91389999999851,0.17029999999701978,3612989440,0.5726864337921143
tensorflow_js_wasm,100%,26.86929999999702,4.1245,3612841216,0.5727399587631226
rust_wasm_cpu,100%,0.7812999999970198,0.0008999999985098839,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,11.868199999995529,0.41940000000596045,3612879360,0.5765827894210815
python_gpu,100%,23.025099277496338,8.642679691314697,3612834560.0,0.5727046728134155
