Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.3226,0.0139,3158678272,0.5872042775154114
tensorflow_js_wasm,10%,1.6234,0.0356,3158672384,0.5872061252593994
rust_wasm_cpu,10%,0.067,0.0001,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,1.8255,0.0399,3175556864,0.5872063040733337
python_gpu,10%,7.1782,0.9142,3158678272.0,0.5872042775154114
tensorflow_js_cpu,50%,12.009,0.1023,3463441408,0.5881975889205933
tensorflow_js_wasm,50%,10.9304,1.0982,3463319040,0.5881472826004028
rust_wasm_cpu,50%,0.3372,0.0005,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.3139,0.2008,3480237824,0.5881953239440918
python_gpu,50%,13.8049,2.4501,3463442688.0,0.5881974101066589
tensorflow_js_cpu,100%,23.9295,0.1512,3612832768,0.5727050304412842
tensorflow_js_wasm,100%,29.2758,4.3797,3612187136,0.572817325592041
rust_wasm_cpu,100%,0.7121,0.0011,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,11.8418,0.3868,3612785408,0.5727183222770691
python_gpu,100%,21.1337,7.5107,3612929536.0,0.5726934671401978
