Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.3533,0.0147,3158682624,0.5872037410736084
tensorflow_js_wasm,10%,1.6316,0.0357,3158671104,0.587206244468689
rust_wasm_cpu,10%,0.0667,0.0001,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,1.8579,0.0408,3158714624,0.5872063040733337
python_gpu,10%,5.6435,0.8989,3158679552.0,0.587204098701477
tensorflow_js_cpu,50%,11.3973,0.0728,3463432704,0.5881986021995544
tensorflow_js_wasm,50%,11.0266,1.0008,3463352064,0.5881434082984924
rust_wasm_cpu,50%,0.3373,0.0004,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.0933,0.1919,3480119296,0.5882169604301453
python_gpu,50%,12.3296,3.6656,3463452928.0,0.5881962180137634
tensorflow_js_cpu,100%,23.7127,0.1455,3612973312,0.5726883411407471
tensorflow_js_wasm,100%,28.7912,4.314,3612353536,0.5727975964546204
rust_wasm_cpu,100%,0.6877,0.0009,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,12.6971,0.4362,3612936960,0.576606810092926
python_gpu,100%,20.7849,7.5324,3612991744.0,0.5726861357688904
