Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.45489999999851,0.016800000004470347,3158678272,0.5872042775154114
tensorflow_js_wasm,10%,1.688,0.05719999999552965,3158669312,0.5872064828872681
rust_wasm_cpu,10%,0.08020000000298023,0.00019999999552965163,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,2.0727999999970197,0.052600000001490115,3158562304,0.5872194170951843
python_gpu,10%,6.754408597946167,0.9822330474853516,3158677248.0,0.5872043967247009
tensorflow_js_cpu,50%,12.05539999999851,0.07710000000149012,3463444480,0.5881972312927246
tensorflow_js_wasm,50%,8.95989999999851,0.9788000000044703,3463338496,0.5881450176239014
rust_wasm_cpu,50%,0.3676000000014901,0.0005,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.18829999999702,0.21160000000149012,3480135936,0.5881996154785156
python_gpu,50%,13.668635845184326,4.308979511260986,3463450880.0,0.5881964564323425
tensorflow_js_cpu,100%,25.35889999999851,0.15179999999701976,3612886016,0.572698712348938
tensorflow_js_wasm,100%,26.46769999999553,3.9967000000029804,3612516608,0.5727783441543579
rust_wasm_cpu,100%,0.7673999999985098,0.001100000001490116,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,11.86339999999851,0.41630000000447037,3612988672,0.5726944208145142
python_gpu,100%,23.055968046188354,8.779230833053589,3612885504.0,0.572698712348938
