Platform,Dataset Size,Training Time (ms),Inference Time (ms),Accuracy,Loss
tensorflow_js_cpu,10%,19.104,0.0003000000044703484,0.8690000176429749,0.4387502670288086
tensorflow_js_wasm,10%,10.19080000000447,9.999999403953553e-05,0.8600000143051147,0.4601295292377472
rust_wasm_cpu,10%,57.2425,5.66979999999702,0.5287934905404053,11.746176927445411
tensorflow_js_webgpu,10%,4.547900000005961,0.006700000002980233,0.8610000610351562,0.4450443685054779
python_gpu,10%,7.38979434967041,0.26091766357421875,0.8759999871253967,0.4233465790748596
tensorflow_js_cpu,50%,95.53119999999554,0.00020000000298023223,0.9178000092506409,0.2732371687889099
tensorflow_js_wasm,50%,51.44220000000298,0.00029999999701976776,0.9161999821662903,0.27838853001594543
rust_wasm_cpu,50%,57.84279999999702,5.66829999999702,0.7797527602693506,5.580679789903946
tensorflow_js_webgpu,50%,21.846,0.007399999998509884,0.9164000153541565,0.293163001537323
python_gpu,50%,28.321727991104126,0.2551913261413574,0.9143999814987183,0.2786880135536194
tensorflow_js_cpu,100%,191.97029999999702,0.0003000000044703484,0.9523000121116638,0.1616854965686798
tensorflow_js_wasm,100%,107.438,0.0007000000029802323,0.9527999758720398,0.15547020733356476
rust_wasm_cpu,100%,59.16530000001192,5.74220000000298,0.8417293178833749,3.9503352248509627
tensorflow_js_webgpu,100%,41.78460000000149,0.08279999999701977,0.9539000391960144,0.15665127336978912
python_gpu,100%,52.457539796829224,0.25668907165527344,0.9542999863624573,0.1524227112531662
