Platform,Dataset Size,Training Time (ms),Inference Time (ms),MSE,R2
tensorflow_js_cpu,10%,2.4492999999970197,0.015,3158676736,0.5872044563293457
tensorflow_js_wasm,10%,1.7236000000014902,0.05889999999850988,3158666240,0.5872068405151367
rust_wasm_cpu,10%,0.08270000000298024,0.0,4207718342.946519,0.450109222627347
tensorflow_js_webgpu,10%,1.9634000000059604,0.048099999994039536,3175418368,0.5872176885604858
python_gpu,10%,6.866491794586182,0.9757130146026611,3158681088.0,0.587203860282898
tensorflow_js_cpu,50%,11.79819999999553,0.07389999999850988,3463452672,0.5881962776184082
tensorflow_js_wasm,50%,9.005300000004471,0.9985,3463329024,0.5881460905075073
rust_wasm_cpu,50%,0.3697999999970198,0.0006000000014901161,4766455636.430651,0.4332694864423926
tensorflow_js_webgpu,50%,6.339,0.21410000000149013,3480134912,0.59210604429245
python_gpu,50%,13.784162998199463,4.334655284881592,3463432960.0,0.5881985425949097
tensorflow_js_cpu,100%,25.23460000000149,0.149,3612835584,0.5727046728134155
tensorflow_js_wasm,100%,26.72610000000149,4.03510000000149,3612324096,0.5728011131286621
rust_wasm_cpu,100%,0.7658999999985099,0.001,4887961151.543585,0.4218936664347952
tensorflow_js_webgpu,100%,11.64869999999553,0.4311000000014901,3596207872,0.5766010880470276
python_gpu,100%,22.8032808303833,8.503299951553345,3612866560.0,0.5727009177207947
